1694682000000,26311.00000000,26313.34000000,26275.45000000,26297.99000000,329.34496000,1694685599999,8659295.05103560,14328,164.02767000,4312791.30830830,0
1694685600000,26298.45000000,26353.85000000,26289.10000000,26340.30000000,340.23561000,1694689199999,8954561.94857950,15192,172.77556000,4547381.06515670,0
1694689200000,26340.45000000,26497.44000000,26333.02000000,26452.00000000,785.05157000,1694692799999,20721300.50804190,37870,413.10603000,10904076.04777120,0
1694692800000,26452.44000000,26598.00000000,26350.00000000,26465.43000000,1566.09816000,1694696399999,41419962.47038170,61745,794.72192000,21019825.31892660,0
1694696400000,26465.43000000,26800.00000000,26461.09000000,26584.00000000,1856.95423000,1694699999999,49412446.56106990,76936,937.90117000,24956323.33327280,0
1694700000000,26587.24000000,26758.55000000,26532.68000000,26740.02000000,1249.46307000,1694703599999,33283228.42235070,54599,627.67065000,16720546.48226360,0
1694703600000,26738.23000000,26816.76000000,26588.33000000,26705.72000000,964.38070000,1694707199999,25718447.77906420,46732,479.94611000,12799813.24371990,0
1694707200000,26704.62000000,26741.72000000,26554.00000000,26630.92000000,860.39677000,1694710799999,22917071.67192920,36408,422.62028000,11256713.10816570,0
1694710800000,26629.16000000,26690.00000000,26574.41000000,26653.16000000,528.11650000,1694714399999,14062687.50744810,25502,261.07664000,6952048.64054700,0
1694714400000,26651.68000000,26868.68000000,26586.67000000,26590.00000000,896.49551000,1694717999999,23926734.61744670,42769,449.50110000,11997606.07794790,0
1694718000000,26590.10000000,26694.65000000,26561.54000000,26683.16000000,427.84967000,1694721599999,11394749.50958610,22274,226.19637000,6024560.46608470,0
1694721600000,26686.06000000,26733.96000000,26567.84000000,26576.58000000,364.27123000,1694725199999,9701030.56630000,19039,163.78380000,4362231.82930110,0
1694725200000,26575.49000000,26629.55000000,26488.00000000,26545.20000000,236.79537000,1694728799999,6292842.41359660,16546,118.44308000,3147661.57843090,0
1694728800000,26545.14000000,26634.03000000,26515.36000000,26609.97000000,247.46692000,1694732399999,6580179.19714290,14910,118.36917000,3147675.79434570,0
1694732400000,26609.96000000,26640.35000000,26509.99000000,26535.72000000,259.79672000,1694735999999,6901766.66071680,17289,126.36145000,3357064.68062080,0
1694736000000,26535.72000000,26571.87000000,26480.03000000,26490.67000000,363.76147000,1694739599999,9649363.30127080,20834,191.32640000,5075567.57205550,0
1694739600000,26491.00000000,26533.15000000,26458.78000000,26514.89000000,304.78956000,1694743199999,8076889.73774520,17323,154.36606000,4090816.43119670,0
1694743200000,26514.89000000,26622.02000000,26512.70000000,26618.02000000,327.66075000,1694746799999,8710506.14467050,22179,170.97616000,4545278.75632160,0
1694746800000,26619.52000000,26636.13000000,26581.78000000,26623.45000000,252.94739000,1694750399999,6730049.01897220,16329,132.37314000,3522093.59363830,0
1694750400000,26625.03000000,26666.97000000,26606.26000000,26649.53000000,268.43368000,1694753999999,7151473.66829980,16709,137.93067000,3674820.64348310,0
1694754000000,26649.52000000,26655.99000000,26581.73000000,26598.67000000,257.38372000,1694757599999,6852942.05531070,16104,127.02434000,3382296.46327200,0
1694757600000,26598.67000000,26621.28000000,26572.54000000,26583.74000000,263.42024000,1694761199999,7005534.49624350,17022,127.51014000,3391131.77631940,0
1694761200000,26585.06000000,26609.00000000,26558.01000000,26577.41000000,311.66203000,1694764799999,8285134.85670060,18032,155.84611000,4143093.94737350,0
1694764800000,26577.42000000,26647.11000000,26548.67000000,26644.93000000,431.54285000,1694768399999,11475038.68913350,21413,214.41784000,5701994.23000500,0
1694768400000,26644.09000000,26699.75000000,26584.19000000,26621.91000000,634.94741000,1694771999999,16911480.46431050,29752,320.17350000,8527933.57052110,0
1694772000000,26621.73000000,26665.65000000,26605.39000000,26647.00000000,359.89097000,1694775599999,9585284.57131250,20402,188.18694000,5012314.01019090,0
1694775600000,26647.00000000,26649.61000000,26387.42000000,26436.15000000,1126.48728000,1694779199999,29877939.06048030,59542,537.10664000,14245228.59626750,0
1694779200000,26434.67000000,26484.00000000,26343.95000000,26372.56000000,977.58247000,1694782799999,25825704.38995690,47987,479.69790000,12673270.85671380,0
1694782800000,26373.42000000,26536.26000000,26370.00000000,26374.79000000,1063.47445000,1694786399999,28116494.52232150,50125,540.31868000,14285070.64286870,0
1694786400000,26373.63000000,26425.50000000,26231.87000000,26244.53000000,1536.82005000,1694789999999,40475679.73292760,66555,750.32857000,19761736.59775430,0
1694790000000,26246.04000000,26341.49000000,26231.01000000,26330.00000000,830.90871000,1694793599999,21850231.63946240,30662,429.11971000,11284356.13146960,0
1694793600000,26331.37000000,26400.00000000,26319.90000000,26388.03000000,597.75576000,1694797199999,15756354.99830020,28758,301.71484000,7952937.81671830,0
1694797200000,26388.03000000,26390.55000000,26324.72000000,26346.42000000,474.48255000,1694800799999,12508388.10646300,25865,226.21065000,5963620.01903980,0
1694800800000,26348.68000000,26416.19000000,26338.07000000,26356.54000000,367.98680000,1694804399999,9703148.51159610,22529,182.91197000,4823212.19543400,0
1694804400000,26356.91000000,26458.00000000,26347.45000000,26407.97000000,493.14554000,1694807999999,13028632.62003770,29791,249.96244000,6603838.94514270,0
1694808000000,26410.23000000,26456.00000000,26381.00000000,26428.00000000,385.43330000,1694811599999,10181346.11071180,23189,183.71906000,4853227.51466460,0
1694811600000,26427.44000000,26519.97000000,26423.43000000,26482.00000000,438.64440000,1694815199999,11611213.41588760,28381,216.73160000,5737429.18063740,0
1694815200000,26481.63000000,26851.71000000,26478.74000000,26784.93000000,940.67159000,1694818799999,25092756.78549880,61646,497.57240000,13272543.25617310,0
1694818800000,26781.76000000,26894.39000000,26597.66000000,26608.00000000,794.19034000,1694822399999,21240815.72290930,48138,389.68638000,10423549.20757650,0
1694822400000,26608.00000000,26683.17000000,26578.60000000,26639.90000000,391.59705000,1694825999999,10431735.91357040,29130,202.88610000,5404956.67145100,0
1694826000000,26639.92000000,26704.15000000,26600.98000000,26663.33000000,309.83679000,1694829599999,8255087.36027970,23048,166.59215000,4438589.69618960,0
1694829600000,26662.52000000,26780.00000000,26661.26000000,26680.58000000,442.16759000,1694833199999,11810362.37437420,31952,231.24275000,6176615.42425180,0
1694833200000,26683.18000000,26711.51000000,26614.22000000,26626.96000000,314.97394000,1694836799999,8398501.65201190,22058,152.01833000,4053687.47222290,0
1694836800000,26625.96000000,26635.00000000,26555.00000000,26570.41000000,385.38650000,1694840399999,10253021.10310760,27095,184.57792000,4910765.66477760,0
1694840400000,26570.38000000,26596.23000000,26525.00000000,26547.94000000,357.06544000,1694843999999,9483137.79115410,24702,169.91792000,4512944.85149630,0
1694844000000,26549.94000000,26553.15000000,26475.00000000,26498.01000000,371.48981000,1694847599999,9847669.37215640,23561,175.33628000,4648079.52846230,0
1694847600000,26499.80000000,26521.65000000,26484.44000000,26505.30000000,219.34801000,1694851199999,5814046.92107250,14396,111.05117000,2943676.91040660,0
1694851200000,26505.30000000,26549.01000000,26475.88000000,26517.48000000,285.70361000,1694854799999,7574567.99696210,16614,141.62587000,3755037.20659110,0
1694854800000,26519.53000000,26594.00000000,26506.69000000,26509.53000000,285.35360000,1694858399999,7575657.99572150,17046,141.89146000,3767166.74395550,0
1694858400000,26509.52000000,26557.44000000,26451.40000000,26553.84000000,408.98007000,1694861999999,10841864.91937980,23350,204.00417000,5408617.39199210,0
1694862000000,26553.76000000,26562.00000000,26495.31000000,26533.01000000,248.57927000,1694865599999,6595440.94523700,17927,120.88669000,3207763.72908570,0
1694865600000,26533.01000000,26590.33000000,26508.00000000,26562.00000000,223.94689000,1694869199999,5945858.97373800,18199,119.97710000,3185598.95397560,0
1694869200000,26562.76000000,26583.41000000,26526.00000000,26562.03000000,233.34620000,1694872799999,6196178.04547510,15512,110.16741000,2925583.61496590,0
1694872800000,26560.22000000,26576.00000000,26501.03000000,26512.34000000,248.21432000,1694876399999,6588157.81401430,16745,114.94767000,3051071.78180410,0
1694876400000,26512.31000000,26549.58000000,26493.00000000,26517.13000000,239.16506000,1694879999999,6344593.82304430,16261,125.86180000,3339021.46766280,0
1694880000000,26518.53000000,26545.76000000,26507.55000000,26536.13000000,134.61127000,1694883599999,3571025.20976680,10158,70.25812000,1863898.95390710,0
1694883600000,26537.17000000,26628.00000000,26518.00000000,26573.16000000,315.06200000,1694887199999,8372990.68071760,22446,176.83475000,4699664.34620200,0
1694887200000,26573.10000000,26626.00000000,26560.44000000,26591.37000000,259.98460000,1694890799999,6912713.44778200,17678,129.87068000,3453118.74927070,0
1694890800000,26591.37000000,26596.50000000,26513.53000000,26544.95000000,193.09411000,1694894399999,5125822.57569390,15867,86.68643000,2301194.64840670,0
1694894400000,26546.21000000,26575.37000000,26533.85000000,26536.09000000,133.79287000,1694897999999,3552257.46706330,11049,63.74215000,1692383.40417820,0
1694898000000,26536.09000000,26592.41000000,26533.20000000,26579.54000000,103.32169000,1694901599999,2744995.42763290,10445,55.06231000,1462836.88606130,0
1694901600000,26579.53000000,26588.00000000,26568.45000000,26570.05000000,72.38673000,1694905199999,1923970.14457440,6963,35.68242000,948440.17413530,0
1694905200000,26570.05000000,26586.00000000,26519.21000000,26569.11000000,151.07795000,1694908799999,4011808.79175950,14028,79.70420000,2116619.07461220,0
1694908800000,26569.98000000,26572.00000000,26440.77000000,26479.00000000,334.00513000,1694912399999,8855713.03419100,25363,161.66915000,4286608.42337020,0
1694912400000,26479.00000000,26526.49000000,26427.00000000,26502.32000000,324.61497000,1694915999999,8595253.61246380,22104,151.40648000,4009251.36402070,0
1694916000000,26503.72000000,26532.84000000,26497.42000000,26513.64000000,133.44098000,1694919599999,3538054.34587450,11833,72.12951000,1912501.03222740,0
1694919600000,26513.64000000,26546.00000000,26507.50000000,26535.91000000,101.78240000,1694923199999,2700255.89743590,9965,48.28330000,1280998.28370480,0
1694923200000,26535.85000000,26579.33000000,26516.01000000,26560.00000000,162.64270000,1694926799999,4317482.17495540,13088,91.43134000,2427265.65025910,0
1694926800000,26560.63000000,26570.27000000,26526.00000000,26551.99000000,136.18236000,1694930399999,3615086.34056590,11719,69.45921000,1843885.49966220,0
1694930400000,26552.00000000,26557.80000000,26531.06000000,26552.77000000,123.21683000,1694933999999,3270647.33088310,10302,62.16699000,1650212.86746450,0
1694934000000,26552.99000000,26560.00000000,26502.27000000,26508.36000000,169.10568000,1694937599999,4487423.94950490,13536,72.07772000,1912842.12086820,0
1694937600000,26507.86000000,26564.40000000,26504.28000000,26559.63000000,237.28766000,1694941199999,6295688.49155400,17308,135.45710000,3594292.07742760,0
1694941200000,26558.92000000,26592.64000000,26548.00000000,26583.65000000,190.02947000,1694944799999,5047810.72907510,16582,102.66046000,2727094.24144080,0
1694944800000,26583.69000000,26616.30000000,26574.76000000,26603.46000000,208.94003000,1694948399999,5557141.21983490,16962,118.87818000,3161825.28699580,0
1694948400000,26604.31000000,26629.68000000,26572.00000000,26574.00000000,209.19443000,1694951999999,5564214.10423290,15169,98.91918000,2631284.98933410,0
1694952000000,26574.03000000,26595.25000000,26566.22000000,26585.14000000,171.04493000,1694955599999,4546635.90679810,13825,85.74548000,2279310.40059240,0
1694955600000,26586.12000000,26586.12000000,26533.40000000,26553.00000000,230.41006000,1694959199999,6119730.38906000,18604,108.67820000,2886644.57628250,0
1694959200000,26553.00000000,26597.55000000,26535.09000000,26549.07000000,194.69139000,1694962799999,5171995.05114780,18890,103.05651000,2737754.38283970,0
1694962800000,26549.04000000,26609.45000000,26543.95000000,26559.93000000,308.96563000,1694966399999,8208696.30843060,24855,157.80796000,4192800.49419390,0
