1665159300000,19587.47000000,19594.32000000,19569.83000000,19583.75000000,450.49299000,1665159479999,8821604.61937210,9359,221.30461000,4333726.70292320,0
1665159480000,19583.75000000,19587.39000000,19558.78000000,19563.52000000,459.35387000,1665159659999,8991642.00925220,9009,208.51236000,4081725.20916770,0
1665159660000,19563.52000000,19569.82000000,19463.13000000,19492.40000000,1665.57944000,1665159839999,32498265.99526530,27404,701.40663000,13686346.91219960,0
1665159840000,19494.08000000,19498.37000000,19346.50000000,19392.46000000,2976.40686000,1665160019999,57773895.09193420,49139,1349.14768000,26189221.99006460,0
1665160020000,19392.46000000,19420.74000000,19361.49000000,19390.67000000,1310.61566000,1665160199999,25422345.85968720,24186,629.18124000,12205018.89129250,0
1665160200000,19388.94000000,19408.63000000,19320.00000000,19404.70000000,1771.98846000,1665160379999,34305736.71648550,32435,833.53998000,16139394.46539430,0
1665160380000,19404.69000000,19407.37000000,19370.81000000,19391.50000000,939.32222000,1665160559999,18213637.49240310,17443,496.00161000,9617861.27386170,0
1665160560000,19391.50000000,19420.38000000,19360.00000000,19415.45000000,1301.72058000,1665160739999,25244215.39685390,21951,632.06278000,12258624.98847220,0
1665160740000,19413.96000000,19430.00000000,19380.33000000,19392.10000000,941.14190000,1665160919999,18260198.25172540,17301,435.03250000,8441718.33370360,0
1665160920000,19392.10000000,19413.54000000,19382.02000000,19411.82000000,847.52072000,1665161099999,16437342.15556490,16234,477.24693000,9256366.23589040,0
1665161100000,19411.82000000,19414.55000000,19380.00000000,19386.54000000,750.18195000,1665161279999,14547171.17702860,14376,347.35760000,6736024.19082470,0
1665161280000,19386.54000000,19399.97000000,19372.28000000,19390.77000000,637.58252000,1665161459999,12360675.36908910,12197,320.92428000,6222224.66352050,0
1665161460000,19391.91000000,19416.84000000,19388.93000000,19406.32000000,558.95014000,1665161639999,10847256.35682790,10631,315.56951000,6124161.95369400,0
1665161640000,19405.77000000,19416.00000000,19392.00000000,19411.25000000,488.49993000,1665161819999,9479336.86928260,9898,230.58486000,4474787.29499770,0
1665161820000,19411.25000000,19415.99000000,19396.70000000,19404.50000000,388.13421000,1665161999999,7531121.97365800,8300,183.23633000,3555554.42836810,0
1665162000000,19404.50000000,19404.61000000,19365.76000000,19389.34000000,778.74041000,1665162179999,15094845.27754830,13308,344.02632000,6668860.72909120,0
1665162180000,19389.34000000,19400.86000000,19374.96000000,19391.34000000,478.48227000,1665162359999,9276328.06833930,9550,256.27419000,4968682.43660390,0
1665162360000,19391.03000000,19395.79000000,19372.61000000,19373.89000000,541.76067000,1665162539999,10501012.45406920,9181,266.26910000,5161216.70176770,0
1665162540000,19373.89000000,19406.09000000,19371.00000000,19401.16000000,616.54015000,1665162719999,11952108.73521160,10141,353.39130000,6851072.78468060,0
1665162720000,19399.68000000,19440.00000000,19399.68000000,19438.06000000,645.33475000,1665162899999,12530214.25009630,12181,363.46966000,7057557.87169920,0
1665162900000,19438.06000000,19451.09000000,19413.75000000,19442.73000000,571.12718000,1665163079999,11099144.21078300,11366,290.11175000,5638042.88595460,0
1665163080000,19442.73000000,19463.71000000,19426.70000000,19437.18000000,713.71758000,1665163259999,13879605.69867560,13162,374.24234000,7278145.13147470,0
1665163260000,19438.39000000,19446.82000000,19422.56000000,19428.94000000,407.70980000,1665163439999,7923567.87845880,7978,208.97215000,4061412.20548540,0
1665163440000,19427.70000000,19447.33000000,19425.80000000,19438.84000000,340.75271000,1665163619999,6623145.45681620,7240,179.07248000,3480672.72886320,0
1665163620000,19439.51000000,19453.34000000,19430.00000000,19444.71000000,441.76206000,1665163799999,8589113.11779940,8317,236.10359000,4590596.67453320,0
1665163800000,19444.71000000,19447.66000000,19422.10000000,19434.49000000,424.00450000,1665163979999,8239909.07843260,8477,209.06030000,4062915.60262700,0
1665163980000,19435.59000000,19452.00000000,19431.89000000,19450.58000000,397.86363000,1665164159999,7735843.79693530,7521,222.92693000,4334540.64737240,0
1665164160000,19450.58000000,19454.44000000,19440.13000000,19451.03000000,326.76290000,1665164339999,6354721.96138140,6563,152.26069000,2961234.53376140,0
1665164340000,19450.05000000,19467.53000000,19443.91000000,19464.47000000,564.91615000,1665164519999,10989637.31502590,10839,280.77526000,5462282.98960600,0
1665164520000,19464.47000000,19488.00000000,19455.76000000,19476.29000000,532.62017000,1665164699999,10370099.58984140,10965,277.80483000,5409125.12640770,0
1665164700000,19477.40000000,19477.45000000,19453.14000000,19455.71000000,563.87628000,1665164879999,10974624.57508670,8813,258.62555000,5033723.26485180,0
1665164880000,19457.01000000,19464.22000000,19443.47000000,19459.07000000,513.17822000,1665165059999,9982979.19384350,8292,283.26873000,5510920.19940100,0
1665165060000,19459.07000000,19466.45000000,19443.52000000,19448.30000000,355.49552000,1665165239999,6916279.12726280,7026,163.96963000,3190236.95874530,0
1665165240000,19447.23000000,19457.74000000,19424.53000000,19428.41000000,493.23576000,1665165419999,9588901.39306460,8849,226.58926000,4405415.34655240,0
1665165420000,19428.41000000,19432.48000000,19393.73000000,19418.05000000,581.88570000,1665165599999,11296778.40924440,11442,255.65021000,4963395.74171920,0
1665165600000,19418.05000000,19443.14000000,19400.23000000,19435.48000000,619.95577000,1665165779999,12042969.38491510,14370,311.06795000,6043081.46749190,0
1665165780000,19435.48000000,19453.93000000,19434.92000000,19443.29000000,386.99246000,1665165959999,7524613.65221800,8663,216.72661000,4214095.14320900,0
1665165960000,19443.29000000,19455.36000000,19425.77000000,19445.72000000,425.67410000,1665166139999,8276441.37747820,8767,197.84659000,3846964.83362820,0
1665166140000,19445.72000000,19448.05000000,19418.27000000,19433.53000000,369.46613000,1665166319999,7180499.97709340,8048,183.08264000,3558307.92251000,0
1665166320000,19433.53000000,19450.00000000,19428.91000000,19448.22000000,361.26245000,1665166499999,7023691.67449200,8632,187.24435000,3640483.49396820,0
1665166500000,19449.54000000,19475.00000000,19438.92000000,19474.49000000,475.72756000,1665166679999,9256289.91843840,10228,262.44373000,5106514.15317090,0
1665166680000,19474.49000000,19479.10000000,19445.34000000,19448.00000000,452.66566000,1665166859999,8810763.24430180,8899,229.83370000,4473741.60950780,0
1665166860000,19448.00000000,19457.08000000,19433.82000000,19440.63000000,459.28365000,1665167039999,8930393.05277250,9099,208.40698000,4052359.20798530,0
1665167040000,19439.39000000,19445.36000000,19417.33000000,19430.77000000,420.42902000,1665167219999,8169124.13434930,8792,190.02285000,3692442.52813250,0
1665167220000,19431.86000000,19443.01000000,19418.12000000,19419.22000000,362.81528000,1665167399999,7049297.59300880,7280,194.44978000,3778172.28334160,0
1665167400000,19419.22000000,19430.99000000,19375.16000000,19400.79000000,638.62283000,1665167579999,12394390.06785530,11179,274.29492000,5324601.60367890,0
1665167580000,19400.01000000,19454.42000000,19384.71000000,19439.11000000,589.80703000,1665167759999,11453320.14051370,11518,297.97135000,5786343.99171220,0
1665167760000,19440.74000000,19457.57000000,19431.26000000,19436.12000000,357.18819000,1665167939999,6945139.79501370,7321,191.31998000,3720055.32627030,0
1665167940000,19437.56000000,19461.11000000,19433.82000000,19446.94000000,339.90196000,1665168119999,6610788.30083000,7053,187.14363000,3639907.71096400,0
1665168120000,19446.94000000,19449.24000000,19422.70000000,19428.68000000,299.04606000,1665168299999,5813167.02277470,6669,134.06167000,2606143.61568190,0
1665168300000,19429.71000000,19449.12000000,19413.93000000,19426.45000000,447.02007000,1665168479999,8687279.83074360,9387,225.08091000,4374357.26406860,0
1665168480000,19424.81000000,19452.60000000,19413.52000000,19444.10000000,510.96652000,1665168659999,9929047.40680920,9772,292.89393000,5691786.52761480,0
1665168660000,19444.10000000,19447.72000000,19432.58000000,19437.94000000,329.60580000,1665168839999,6407365.87680830,6372,174.67390000,3395611.93428430,0
1665168840000,19438.97000000,19460.52000000,19437.93000000,19458.36000000,351.56010000,1665169019999,6837892.67936570,7147,201.56066000,3920386.38273580,0
1665169020000,19456.89000000,19462.26000000,19446.86000000,19456.63000000,283.55375000,1665169199999,5516496.61530330,6016,133.34166000,2594225.77187480,0
