open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1688169600000,240.450,246.300,240.360,243.250,216598.71,1688173199999,52764487.42655,76608,118743.16,28922115.96645,0
1688173200000,243.240,243.780,241.800,242.760,117131.86,1688176799999,28449919.55330,44631,54201.54,13166210.68150,0
1688176800000,242.760,242.780,240.680,240.910,78228.85,1688180399999,18915580.73940,30158,35761.74,8647479.10990,0
1688180400000,240.910,241.600,240.700,241.470,37387.59,1688183999999,9014763.24940,16267,19997.15,4821858.98940,0
1688184000000,241.470,241.680,240.210,241.320,75525.73,1688187599999,18204789.19080,27100,38292.77,9230764.94820,0
1688187600000,241.320,241.500,240.830,240.990,33543.64,1688191199999,8089147.70910,14724,14140.73,3410364.06720,0
1688191200000,240.990,242.070,240.980,242.040,37749.48,1688194799999,9113374.11560,15235,18742.22,4524684.22160,0
1688194800000,242.040,242.490,241.090,242.190,47809.07,1688198399999,11559262.82860,18770,23204.27,5610886.86590,0
1688198400000,242.200,243.150,242.010,242.740,50281.57,1688201999999,12203797.37150,21574,24927.12,6049901.29020,0
1688202000000,242.740,244.540,242.690,243.880,84525.04,1688205599999,20614222.43210,34930,41792.34,10190334.41940,0
1688205600000,243.880,244.650,242.150,243.150,87733.76,1688209199999,21355668.58130,28324,41075.05,10000543.48620,0
1688209200000,243.140,243.800,242.740,243.620,38156.62,1688212799999,9283866.27030,15962,18727.01,4556616.66320,0
1688212800000,243.630,245.930,243.030,245.810,124618.90,1688216399999,30494778.23040,41528,70322.62,17208414.95060,0
1688216400000,245.820,247.710,245.760,246.780,126687.27,1688219999999,31244576.04972,49205,64271.05,15849932.92132,0
1688220000000,246.780,248.480,246.610,248.300,120160.29,1688223599999,29736565.27950,41674,64137.13,15874861.98420,0
1688223600000,248.290,249.060,246.720,247.450,160838.54,1688227199999,39839923.63030,52479,80437.64,19924984.51040,0
1688227200000,247.440,247.720,246.930,247.070,69887.53,1688230799999,17280800.48920,28594,28440.77,7032864.18400,0
1688230800000,247.080,247.140,245.740,246.310,58311.93,1688234399999,14368323.24650,22967,28793.86,7094721.29630,0
1688234400000,246.310,248.410,246.300,248.110,49777.19,1688237999999,12319169.05060,18676,27846.38,6891742.89390,0
1688238000000,248.110,248.400,246.340,246.640,32428.49,1688241599999,8017944.90270,14717,13827.89,3418969.33670,0
1688241600000,246.640,247.400,246.640,247.180,19525.79,1688245199999,4823791.84180,10361,11786.78,2911840.52100,0
1688245200000,247.190,249.540,246.940,248.520,51633.76,1688248799999,12822631.52280,26919,31855.51,7911999.63390,0
1688248800000,248.510,248.800,247.060,247.920,30628.75,1688252399999,7590085.24450,14172,13910.62,3446683.82140,0
1688252400000,247.910,248.190,246.840,247.990,30908.27,1688255999999,7648029.39780,14612,15398.78,3810742.25490,0
1688256000000,248.000,248.750,246.350,247.570,85492.57,1688259599999,21153871.68960,39048,42691.14,10563600.60300,0
1688259600000,247.540,248.000,245.900,246.010,50720.54,1688263199999,12522338.40220,22981,23458.63,5792073.46690,0
1688263200000,246.000,246.230,244.290,244.600,99472.38,1688266799999,24403471.58960,34176,44654.64,10957277.28680,0
1688266800000,244.590,245.270,243.180,243.320,91224.92,1688270399999,22271891.36150,34294,39620.46,9676102.27010,0
1688270400000,243.330,245.340,243.080,245.310,84247.57,1688273999999,20577513.08410,27095,46807.32,11432080.09800,0
1688274000000,245.310,245.740,244.470,244.840,45209.78,1688277599999,11083378.85480,17694,20586.74,5047247.39340,0
1688277600000,244.830,245.480,244.510,244.790,34855.82,1688281199999,8538054.34830,13750,17375.13,4255810.92910,0
1688281200000,244.790,246.000,244.720,245.810,42139.54,1688284799999,10345863.85690,17768,23950.48,5879610.48540,0
1688284800000,245.820,246.040,244.720,244.760,37771.51,1688288399999,9273187.37530,17376,18151.85,4456921.47210,0
1688288400000,244.760,245.830,244.710,245.340,41018.14,1688291999999,10064633.19360,18627,21903.99,5374602.90030,0
1688292000000,245.340,245.810,245.090,245.540,30590.14,1688295599999,7510116.53780,13158,16087.18,3949401.23100,0
