open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1701388800000,227.660,227.960,227.160,227.480,23076.48,1701392399999,5250407.08150,13870,10801.29,2457619.25390,0
1701392400000,227.480,229,227.260,228.750,52440.62,1701395999999,11976996.60970,27700,25480.03,5818474.48920,0
1701396000000,228.760,229.380,228.420,229.050,49216.83,1701399599999,11264957.16790,25637,22607.53,5175010.78060,0
1701399600000,229.060,229.370,228.650,229.240,47376.74,1701403199999,10849675.19310,20898,21019.48,4813884.44120,0
1701403200000,229.240,230.080,229.020,229.810,48253.90,1701406799999,11082280.91430,25983,25119.72,5769822.12600,0
1701406800000,229.800,229.970,229.010,229.270,28379.03,1701410399999,6511137.12920,16932,12721.58,2918750.63130,0
1701410400000,229.280,229.380,228.600,228.640,35114.27,1701413999999,8040250.50480,17181,18089.01,4142173.77540,0
1701414000000,228.650,229.490,228.520,228.710,42024.53,1701417599999,9622051.27260,34712,19880.91,4551591.91880,0
1701417600000,228.700,229.040,228.500,228.680,25147.25,1701421199999,5752607.16980,14974,12682.42,2901189.15590,0
1701421200000,228.670,230.140,228.670,229.970,54084.28,1701424799999,12414118.03870,29110,29470.97,6763701.03970,0
1701424800000,229.970,230.070,228.600,229.020,44691.40,1701428399999,10245390.82420,24208,21275.42,4876713.25920,0
1701428400000,229.030,229.200,228.780,229.040,22993.43,1701431999999,5265208.37810,15514,11713.51,2682261.62320,0
1701432000000,229.040,229.270,227.880,227.950,37389.74,1701435599999,8544432.02660,21866,16847.37,3850451.48850,0
1701435600000,227.940,228.670,227.730,227.950,34089.52,1701439199999,7777770.42310,18371,17565.95,4007912.22570,0
1701439200000,227.950,228.340,227.550,228.120,35745.75,1701442799999,8149228.64480,21076,19042.27,4341185.79760,0
1701442800000,228.120,228.950,228.120,228.470,33875.98,1701446399999,7744546.80220,20703,15977.18,3652564.99370,0
1701446400000,228.480,229.560,228.090,228.690,54117.20,1701449999999,12380188.21860,30336,26881.53,6149509.33110,0
1701450000000,228.700,228.990,228.070,228.240,43688.96,1701453599999,9983328.59810,20973,19082.43,4359992.85090,0
1701453600000,228.240,228.980,228.150,228.340,22674.88,1701457199999,5181450.45080,15611,12083.23,2761154.32100,0
1701457200000,228.340,228.960,228.220,228.950,18385.50,1701460799999,4201692.03540,13634,8725.14,1993937.22840,0
1701460800000,228.950,229.150,228.730,228.850,16750.36,1701464399999,3835467.14000,11463,9203.19,2107407.34820,0
1701464400000,228.850,229.040,228.370,228.840,18790.47,1701467999999,4296601.56230,10635,7899.62,1806216.27820,0
1701468000000,228.840,228.960,228.320,228.360,11018.37,1701471599999,2519456.48960,8517,4803.80,1098439.19390,0
1701471600000,228.360,228.660,228.250,228.640,13381.86,1701475199999,3057714.21980,7857,6468.58,1478034.68460,0
