open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1677628800000,301.180,301.930,300.240,300.710,46911.86,1677632399999,14124790.44140,22607,24415.76,7351934.95800,0
1677632400000,300.710,302.470,300.510,302.060,41940.71,1677635999999,12653695.63520,20338,23658.72,7137309.28640,0
1677636000000,302.060,302.510,301.650,302.480,23721.05,1677639599999,7166774.79940,14051,11585.91,3500519.43770,0
1677639600000,302.490,304.180,302.360,304.140,59320.48,1677643199999,18004919.72720,29173,30119.86,9140864.02440,0
1677643200000,304.140,306.410,303.350,305.750,75623.40,1677646799999,23063658.89810,31950,44413.74,13547944.75730,0
1677646800000,305.750,306.240,304.470,304.510,41928.44,1677650399999,12797308.59070,20115,18856.69,5755054.83360,0
1677650400000,304.520,305.460,304.410,305.160,29167.11,1677653999999,8892745.34300,15654,15840.52,4829755.64890,0
1677654000000,305.160,305.270,303.500,303.580,34772.38,1677657599999,10579291.43490,17936,16762.87,5100465.76730,0
1677657600000,303.590,305.450,303.110,304.880,47413.85,1677661199999,14424833.07240,24451,25325.09,7705128.65950,0
1677661200000,304.870,304.970,303.950,303.980,37938.96,1677664799999,11551186.55400,18138,17607.88,5361372.24420,0
1677664800000,303.980,304.150,303.470,304.120,26900.46,1677668399999,8171182.81520,15037,13537.59,4112267.02390,0
1677668400000,304.120,304.200,302.830,303.320,30013.31,1677671999999,9107226.68780,16264,14618.05,4435854.65630,0
1677672000000,303.310,303.620,302.600,302.930,32596.73,1677675599999,9879423.85350,16534,15083.17,4571560.65320,0
1677675600000,302.930,302.930,302.050,302.820,41504.85,1677679199999,12556720.74320,22808,19706.10,5961933.48740,0
1677679200000,302.810,304.480,302.170,302.760,59552.94,1677682799999,18057987.17560,29945,28961.88,8782019.91340,0
1677682800000,302.760,303.670,302.320,303.290,53515.50,1677686399999,16217277.26850,27961,24303.60,7365705.36550,0
1677686400000,303.280,303.290,301.380,302.750,60429.96,1677689999999,18259770.63060,32196,25868.30,7817453.05030,0
1677690000000,302.750,302.960,302.290,302.330,23226.46,1677693599999,7027572.09860,13944,11470.51,3470657.06800,0
1677693600000,302.330,302.870,301.870,302.250,22993.52,1677697199999,6951529.07070,12608,12754.01,3856089.78250,0
1677697200000,302.250,302.430,300.460,300.740,45748.64,1677700799999,13784166.81520,22326,19603.66,5907631.95090,0
1677700800000,300.740,301.580,300.440,301.470,42325.52,1677704399999,12745413.40640,21332,21950.05,6610299.42060,0
1677704400000,301.460,302.640,301.070,302.140,28862.58,1677707999999,8714472.89990,15877,14492.10,4375339.88740,0
1677708000000,302.150,302.480,301.510,301.760,20353.16,1677711599999,6144857.33410,11050,9562.46,2887061.21530,0
1677711600000,301.770,302.800,301.540,302.480,26311.94,1677715199999,7949150.32680,13790,12004.58,3626371.66590,0
1677715200000,302.480,303.730,301.840,301.950,53016.47,1677718799999,16052231.60370,26570,26183.82,7929151.74600,0
1677718800000,301.940,302.190,300.360,301.030,49899.07,1677722399999,15029733.72750,23065,20243.32,6097607.83090,0
1677722400000,301.030,301.320,297.600,298.330,115138.98,1677725999999,34484816.32257,42609,43582.14,13054029.45980,0
1677726000000,298.320,299.700,297.600,299.670,63245.53,1677729599999,18887522.79480,27585,32044.73,9571788.50860,0
1677729600000,299.660,300.240,299.390,300.230,24779.78,1677733199999,7430962.97370,13320,12912.69,3872519.81220,0
1677733200000,300.230,300.250,298.500,298.760,38562.71,1677736799999,11541636.14340,16711,17126.24,5125576.08840,0
1677736800000,298.750,299.310,298.050,298.540,43354.99,1677740399999,12951938.78970,18577,23407.28,6992674.46380,0
1677740400000,298.530,299.130,298.130,298.930,30925.46,1677743999999,9233490.73200,14988,16025.83,4785027.41820,0
1677744000000,298.930,298.940,296.320,298.190,80580.07,1677747599999,23998271.44350,33978,36482.61,10866135.84220,0
1677747600000,298.200,298.790,297.750,297.990,26645.39,1677751199999,7947393.93170,14524,14629.14,4363157.13770,0
1677751200000,297.990,298.400,297.770,298.350,25568.63,1677754799999,7620377.58270,13210,13008.41,3877200.86600,0
1677754800000,298.350,298.870,298.210,298.680,32941.52,1677758399999,9834003.13150,14915,18642.84,5565455.95060,0
1677758400000,298.690,299.110,297.320,298.070,43773.93,1677761999999,13050373.89290,22012,18166.65,5417047.68100,0
1677762000000,298.070,299.340,297.180,298.520,65583.08,1677765599999,19568558.80730,32312,32506.67,9700181.03930,0
1677765600000,298.510,299.080,295.530,296.810,122672.23,1677769199999,36428469.15630,51572,55325.67,16427475.93630,0
1677769200000,296.800,297.700,296.640,297.610,67460.71,1677772799999,20053635.00770,26161,34976.74,10398117.53410,0
1677772800000,297.620,297.940,296.000,296.590,54072.55,1677776399999,16063646.76830,21282,25601.88,7609684.25780,0
1677776400000,296.590,297.460,296.390,297.120,25530.43,1677779999999,7582020.23040,14163,12414.64,3686757.99690,0
1677780000000,297.120,299.150,297.060,299.100,38989.07,1677783599999,11626188.95950,21185,21533.01,6421269.32850,0
1677783600000,299.100,300.530,298.680,300.450,67497.77,1677787199999,20225845.82517,31076,36550.59,10953851.13027,0
1677787200000,300.430,300.680,299.340,299.690,39804.94,1677790799999,11943817.63310,18744,18142.28,5443732.68930,0
1677790800000,299.690,300.020,299.110,299.120,19487.84,1677794399999,5840290.36510,11903,7600.37,2277881.02360,0
1677794400000,299.120,300.530,299.110,299.950,29203.09,1677797999999,8759166.74260,16715,16945.49,5082699.61290,0
1677798000000,299.940,300.320,299.440,299.790,26594.38,1677801599999,7976161.55020,12071,13380.43,4013218.28100,0
1677801600000,299.790,300.000,298.110,298.490,33869.66,1677805199999,10125085.49350,18305,15892.98,4751927.36010,0
1677805200000,298.490,298.560,285.000,287.360,345300.04,1677808799999,100290566.84344,162508,144968.71,42086639.16316,0
1677808800000,287.350,290.480,286.630,289.890,121983.50,1677812399999,35282409.00760,58082,62733.10,18145440.98400,0
1677812400000,289.890,290.580,289.280,289.790,58842.55,1677815999999,17056567.49280,26155,29873.57,8659618.88600,0
1677816000000,289.790,290.480,289.010,290.340,57175.41,1677819599999,16572255.90440,25632,27760.30,8047306.39960,0
1677819600000,290.340,290.940,289.850,289.880,40742.65,1677823199999,11831903.91970,17749,19451.05,5649076.44190,0
1677823200000,289.870,291.810,289.700,291.010,80426.84,1677826799999,23404964.92410,28391,45958.85,13374630.89260,0
1677826800000,291.010,291.220,290.380,290.780,32049.93,1677830399999,9318512.90630,16770,16754.39,4871519.66010,0
1677830400000,290.770,291.320,290.010,291.290,39096.99,1677833999999,11365119.43480,16828,19302.86,5611690.43740,0
1677834000000,291.290,291.680,290.550,290.670,31355.80,1677837599999,9125228.02720,16825,14346.75,4175813.26750,0
1677837600000,290.680,291.070,290.180,290.230,28128.64,1677841199999,8173009.02950,12361,12959.67,3765750.86160,0
1677841200000,290.240,290.380,289.190,289.470,38800.37,1677844799999,11243234.40760,18179,18689.31,5415837.53860,0
1677844800000,289.460,289.850,288.610,288.780,37430.73,1677848399999,10827366.81320,16328,18581.27,5375144.53850,0
1677848400000,288.780,289.450,287.120,289.200,84858.21,1677851999999,24488386.93720,34429,38485.90,11109028.37710,0
1677852000000,289.190,290.150,288.900,289.260,51552.28,1677855599999,14927108.47380,26531,25010.86,7242137.30100,0
1677855600000,289.260,290.100,288.350,288.770,57706.61,1677859199999,16686654.60160,25774,28664.15,8289253.64160,0
1677859200000,288.780,288.960,288.160,288.870,35281.03,1677862799999,10180468.42630,15130,17178.61,4956845.08040,0
1677862800000,288.880,289.930,288.870,289.670,37069.07,1677866399999,10731451.06680,15245,19252.34,5573300.77000,0
